part_name,part_id,mpn_id,part_price,install_difficulty,install_time,symptoms,product_types,brand,availability,product_url
Refrigerator Water Inlet Valve,PS11738056,W10865826,,Really Easy ,15 - 30 mins ,Leaking | Not dispensing water,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738056-Whirlpool-W10865826-Water-Inlet-Valve.htm?SourceCode=18
Refrigerator Single Primary Water Inlet Valve,PS11750831,WPW10238100,,Very Easy ,15 - 30 mins ,Leaking | Not dispensing water | Ice maker not making ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11750831-Whirlpool-WPW10238100-Single-Primary-Water-Inlet-Valve.htm?SourceCode=18
Refrigerator Water Inlet Valve Assembly,PS3533117,AJU72992601,,Easy ,30 - 60 mins ,Leaking | Not dispensing water | Ice maker not making ice,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3533117-LG-AJU72992601-Water-Inlet-Valve-Assembly.htm?SourceCode=18
Refrigerator Evaporator Fan Motor,PS12741350,WR60X31522,,Really Easy ,30 - 60 mins ,Noisy | Fridge too warm | Freezer section too warm | Will Not Start,"Refrigerator, Freezer.",GE,In Stock,https://www.partselect.com/PS12741350-GE-WR60X31522-Evaporator-Fan-Motor.htm?SourceCode=18
Refrigerator Evaporator Fan Motor (115v),PS3502361,297309000,,Really Easy ,15 - 30 mins ,Noisy | Too warm | Won’t start | Fridge too warm,"Freezer, Refrigerator.",Frigidaire,In Stock,https://www.partselect.com/PS3502361-Frigidaire-297309000-Evaporator-Fan-Motor-115v.htm?SourceCode=18
Refrigerator Fresh Food Evaporator Fan Motor,PS12172983,WR60X26866,,Really Easy ,30 - 60 mins ,Fridge too warm | Noisy | Fridge too cold,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12172983-GE-WR60X26866-Refrigerator-Fresh-Food-Evaporator-Fan-Motor.htm?SourceCode=18
Refrigerator Freezer Evaporator Fan Motor,PS11740359,WP2315539,,Really Easy ,30 - 60 mins ,Fridge too warm | Noisy | Fridge and Freezer are too warm | Freezer section too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11740359-Whirlpool-WP2315539-Freezer-Evaporator-Fan-Motor.htm?SourceCode=18
Refrigerator Fan Motor,PS967022,WR60X10168,,Really Easy ,30 - 60 mins ,Noisy | Fridge too warm | Will Not Start | Clicking sound,Refrigerator.,GE,In Stock,https://www.partselect.com/PS967022-GE-WR60X10168-Refrigerator-Fan-Motor.htm?SourceCode=18
Refrigerator Evaporator Fan Motor,PS12728811,242077705,,Easy ,30 - 60 mins ,Fridge too warm,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12728811-Frigidaire-242077705-Evaporator-Fan-Motor.htm?SourceCode=18
Refrigerator Evaporator Fan Motor Kit (120v 60hz),PS3419839,5303918549,,Easy ,30 - 60 mins ,Fridge too warm | Noisy | Freezer section too warm | Fridge and Freezer are too warm,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS3419839-Frigidaire-5303918549-Evaporator-Fan-Motor-Kit-120v-60hz.htm?SourceCode=18
Refrigerator Condenser Fan Motor Kit,PS395284,833697,,Easy ,30 - 60 mins ,Fridge too warm | Freezer section too warm | Noisy | Fridge runs too long,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS395284-Whirlpool-833697-Refrigerator-Condenser-Fan-Motor-Kit.htm?SourceCode=18
Refrigerator Condenser Fan Motor,PS3501052,242018301,,Really Easy ,15 - 30 mins ,Fridge too warm | Noisy,"Refrigerator, Freezer.",Frigidaire,On Order,https://www.partselect.com/PS3501052-Frigidaire-242018301-Condenser-Fan-Motor.htm?SourceCode=18
Refrigerator Condenser Fan Motor,PS1766247,WR60X10220,,Easy ,30 - 60 mins ,Noisy | Fridge too warm | Freezer section too warm | Fridge and Freezer are too warm,Refrigerator.,GE,In Stock,https://www.partselect.com/PS1766247-GE-WR60X10220-Refrigerator-Condenser-Fan-Motor.htm?SourceCode=18
Refrigerator Defrost Thermostat Kit,PS469522,5303918214,,Easy ,30 - 60 mins ,Fridge too cold | Fridge too warm | Freezer section too warm | Freezer not defrosting,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS469522-Frigidaire-5303918214-Defrost-Thermostat-Kit.htm?SourceCode=18
Refrigerator Cold Control Thermostat,PS8769007,241537103,,Really Easy ,30 - 60 mins ,Fridge too warm | Will Not Start | Freezer section too warm | Fridge too cold,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS8769007-Frigidaire-241537103-Cold-Control-Thermostat.htm?SourceCode=18
Refrigerator Defrost Thermostat,PS2350702,297216600,,Really Easy ,15 - 30 mins ,Too warm | Fridge too warm | Frost buildup | Doesn’t stop running,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS2350702-Frigidaire-297216600-Defrost-Thermostat.htm?SourceCode=18
Refrigerator Bimetal Defrost Thermostat,PS11750673,WPW10225581,,Easy ,1- 2 hours ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Fridge and Freezer are too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11750673-Whirlpool-WPW10225581-Refrigerator-Bimetal-Defrost-Thermostat.htm?SourceCode=18
Refrigerator Thermostat Assembly,PS11739232,WP2198202,,Easy ,30 - 60 mins ,Will Not Start | Fridge too warm | Freezer section too warm | Fridge and Freezer are too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739232-Whirlpool-WP2198202-Refrigerator-Thermostat-Assembly.htm?SourceCode=18
Refrigerator Defrost Thermostat,PS469510,5303918202,,Really Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Frost buildup,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS469510-Frigidaire-5303918202-Refrigerator-Defrost-Thermostat.htm?SourceCode=18
Refrigerator Damper Control Assembly,PS8746718,242303001,,Really Easy ,30 - 60 mins ,Fridge too warm | Fridge too cold,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS8746718-Frigidaire-242303001-Damper-Control-Assembly.htm?SourceCode=18
Refrigerator Defrost Thermostat,PS1017716,WR50X10068,,Easy ,30 - 60 mins ,Fridge too warm | Freezer section too warm | Freezer not defrosting | Frost buildup,Refrigerator.,GE,In Stock,https://www.partselect.com/PS1017716-GE-WR50X10068-Refrigerator-Defrost-Thermostat.htm?SourceCode=18
Refrigerator Air Damper Control Assembly,PS11756641,WPW10594329,,Very Easy ,Less than 15 mins ,Noisy | Clicking sound | Fridge too warm | Fridge too cold,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11756641-Whirlpool-WPW10594329-Refrigerator-Air-Damper-Control-Assembly.htm?SourceCode=18
Refrigerator Defrost Thermostat,PS6448122,5303918634,,Easy ,15 - 30 mins ,Fridge too warm | Freezer not defrosting,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS6448122-Frigidaire-5303918634-Defrost-Thermostat.htm?SourceCode=18
Refrigerator Drawer Cover W/glass,PS12071178,5304508761,,Very Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12071178-Frigidaire-5304508761-Refrigerator-Drawer-Cover-w-Glass.htm?SourceCode=18
Refrigerator Pantry Drawer Lid,PS11723190,W10827015,,Really Easy ,Less than 15 mins ,Door won’t open or close | Fridge too cold,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11723190-Whirlpool-W10827015-Refrigerator-Pantry-Drawer-Lid.htm?SourceCode=18
Refrigerator Pantry Lid,PS11723195,W10827914,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11723195-Whirlpool-W10827914-Refrigerator-Pantry-Lid.htm?SourceCode=18
Refrigerator Cover Led Assembly,PS4704284,WR55X11132,,Very Easy ,Less than 15 mins ,Light not working,"Refrigerator, Range.",GE,In Stock,https://www.partselect.com/PS4704284-GE-WR55X11132-Refrigerator-Cover-Led-Assembly.htm?SourceCode=18
Refrigerator Cap Water Filter (black),PS11739970,WP2260518B,,Really Easy ,15 - 30 mins ,Leaking | Not dispensing water | Ice maker not making ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739970-Whirlpool-WP2260518B-Refrigerator-Cap-Water-Filter-Black.htm?SourceCode=18
Refrigerator Cover,PS11738574,WP12656822,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738574-Whirlpool-WP12656822-Refrigerator-Cover.htm?SourceCode=18
Refrigerator Deli Cover,PS16543771,5304526920,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS16543771-Frigidaire-5304526920-DELI-COVER.htm?SourceCode=18
Refrigerator Water Filter Cover,PS11743682,WP67006331,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11743682-Whirlpool-WP67006331-Water-Filter-Cover.htm?SourceCode=18
Refrigerator Cap Water Filter (white),PS11739972,WP2260518W,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739972-Whirlpool-WP2260518W-Refrigerator-Cap-Water-Filter-White.htm?SourceCode=18
Refrigerator Water Filter Cover,PS11738541,WP12568001,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738541-Whirlpool-WP12568001-Refrigerator-Water-Filter-Cover.htm?SourceCode=18
Refrigerator Capacitor,PS11757023,WPW10662129,,Easy ,15 - 30 mins ,Fridge too warm | Will Not Start | Fridge and Freezer are too warm | Freezer section too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11757023-Whirlpool-WPW10662129-Refrigerator-Capacitor.htm?SourceCode=18
Refrigerator Run Capacitor (120v),PS3495561,297286803,,Easy ,15 - 30 mins ,Won’t start | Fridge too warm | Will Not Start | Too warm,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS3495561-Frigidaire-297286803-Run-Capacitor-120v.htm?SourceCode=18
Refrigerator Run Capacitor,PS2333670,5304464438,,Really Easy ,15 - 30 mins ,Will Not Start | Fridge too warm | Freezer section too warm | Too warm,"Refrigerator, Freezer, Wine and Beverage Cooler.",Frigidaire,In Stock,https://www.partselect.com/PS2333670-Frigidaire-5304464438-Run-Capacitor.htm?SourceCode=18
Refrigerator Capacitor,PS11753490,WPW10350564,,Really Easy ,15 - 30 mins ,Fridge and Freezer are too warm | Will Not Start | Fridge too warm,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11753490-Whirlpool-WPW10350564-Capacitor.htm?SourceCode=18
Refrigerator Run Capacitor,PS11764031,WR55X24064,,Really Easy ,30 - 60 mins ,Will Not Start | Fridge too warm | Freezer section too warm | Fridge and Freezer are too warm,"Refrigerator, Freezer, Range.",GE,In Stock,https://www.partselect.com/PS11764031-GE-WR55X24064-Refrigerator-Run-Capacitor.htm?SourceCode=18
Refrigerator Run Capacitor,PS11743364,WP65889-4,,Easy ,30 - 60 mins ,Will Not Start | Freezer section too warm | Fridge too warm | Fridge and Freezer are too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11743364-Whirlpool-WP65889-4-Refrigerator-Run-Capacitor.htm?SourceCode=18
Refrigerator Capacitor,PS16544399,5304528894,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS16544399-Frigidaire-5304528894-CAPACITOR.htm?SourceCode=18
Refrigerator Run Capacitor,PS817298,218909912,,Really Easy ,15 - 30 mins ,Won’t start | Will Not Start | Too warm | Fridge too warm,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS817298-Frigidaire-218909912-Run-Capacitor.htm?SourceCode=18
Refrigerator Capacitor,PS2351333,5304470340,,N/A,N/A,N/A,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS2351333-Frigidaire-5304470340-CAPACITOR.htm?SourceCode=18
Refrigerator Capacitor,PS12731453,5304522104,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12731453-Frigidaire-5304522104-CAPACITOR.htm?SourceCode=18
Refrigerator Door Shelf Bin,PS16729788,WR71X38307,,Easy ,30 - 60 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16729788-GE-WR71X38307-Door-Shelf-Bin.htm?SourceCode=18
Refrigerator Door Shelf Retainer Bar End Cap (right Side),PS429668,240311502,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS429668-Frigidaire-240311502-Door-Shelf-Retainer-Bar-End-Cap-Right-Side.htm?SourceCode=18
Refrigerator Door Bin Shelf,PS16662680,MAN64890501,,N/A,N/A,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS16662680-LG-MAN64890501-Door-Bin-Shelf.htm?SourceCode=18
Refrigerator Door Shelf Retainer Bar End Cap (left Side),PS429667,240311501,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS429667-Frigidaire-240311501-Door-Shelf-Retainer-Bar-End-Cap-Left-Side.htm?SourceCode=18
Refrigerator Door Shelf End Cap (left Or Right Side),PS422444,215267701,,Really Easy ,15 - 30 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS422444-Frigidaire-215267701-Door-Shelf-End-Cap-Left-Or-Right-Side.htm?SourceCode=18
Refrigerator Door Bin (clear),PS976767,241511701,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS976767-Frigidaire-241511701-Door-Bin-Clear.htm?SourceCode=18
Refrigerator Door Shelf End Cap (left Or Right Side),PS422925,215473602,,Really Easy ,15 - 30 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS422925-Frigidaire-215473602-Door-Shelf-End-Cap-Left-Or-Right-Side.htm?SourceCode=18
Refrigerator Door Shelf Retainer Bar End Cap,PS11738927,WP2156003,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738927-Whirlpool-WP2156003-Refrigerator-Door-Shelf-Retainer-Bar-End-Cap.htm?SourceCode=18
Refrigerator Door Bin Shelf,PS7794183,MAN62570401,,N/A,N/A,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS7794183-LG-MAN62570401-Door-Bin-Shelf.htm?SourceCode=18
Refrigerator Door Basket,PS10066452,MAN62749601,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS10066452-LG-MAN62749601-Refrigerator-Door-Basket.htm?SourceCode=18
Refrigerator Defrost Heater,PS3504321,242044008,,Really Easy ,15 - 30 mins ,Freezer not defrosting | Frost buildup | Fridge too warm,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS3504321-Frigidaire-242044008-Defrost-Heater.htm?SourceCode=18
Refrigerator Defrost Heater And Bracket Assembly,PS303781,WR51X10055,,Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Frost buildup,Refrigerator.,GE,In Stock,https://www.partselect.com/PS303781-GE-WR51X10055-Refrigerator-Defrost-Heater-And-Bracket-Assembly.htm?SourceCode=18
Refrigerator Mullion Articulation Assembly,PS2340319,WR17X12591,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,GE,In Stock,https://www.partselect.com/PS2340319-GE-WR17X12591-Refrigerator-Mullion-Articulation-Assembly.htm?SourceCode=18
Refrigerator Flipper Mullion Assembly Compl Xl,PS11756814,WPW10624451,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11756814-Whirlpool-WPW10624451-FLIPPER-MULLION-Assembly-COMPL-XL.htm?SourceCode=18
Refrigerator Defrost Heater,PS426768,216730700,,N/A,N/A,Frost buildup,"Freezer, Refrigerator.",Frigidaire,In Stock,https://www.partselect.com/PS426768-Frigidaire-216730700-Defrost-Heater.htm?SourceCode=18
Refrigerator Defrost Heater,PS2369212,5303918410,,N/A,N/A,Freezer not defrosting | Fridge too warm,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS2369212-Frigidaire-5303918410-Defrost-Heater.htm?SourceCode=18
Refrigerator Heater Harness Kit,PS1993872,WR51X10101,,Really Easy ,30 - 60 mins ,Fridge too warm | Freezer section too warm | Freezer not defrosting | Freezer too cold,Refrigerator.,GE,In Stock,https://www.partselect.com/PS1993872-GE-WR51X10101-Refrigerator-Heater-Harness-Kit.htm?SourceCode=18
Refrigerator Defrost Heater Fresh Food,PS6883666,WR51X10132,,N/A,N/A,Fridge too warm,"Refrigerator, Range.",GE,In Stock,https://www.partselect.com/PS6883666-GE-WR51X10132-Defrost-Heater-Fresh-Food.htm?SourceCode=18
Refrigerator Defrost Heater,PS11738607,WP12729128,,N/A,N/A,Freezer not defrosting | Fridge too warm | Frost buildup,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738607-Whirlpool-WP12729128-DEFROST-HEATER.htm?SourceCode=18
Refrigerator Grid Cutter Assembly,PS11770079,W10919199,,N/A,N/A,N/A,"Ice Maker, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11770079-Whirlpool-W10919199-Grid-Cutter-Assembly.htm?SourceCode=18
Refrigerator Ice Maker Assembly,PS17215831,W11658802,,N/A,N/A,Ice maker not making ice | Ice maker won’t dispense ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS17215831-Whirlpool-W11658802-Ice-Maker-Assembly.htm?SourceCode=18
Refrigerator Electronic Control Board,PS11755733,WPW10503278,,Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Will Not Start | Fridge too cold,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11755733-Whirlpool-WPW10503278-Refrigerator-Electronic-Control-Board.htm?SourceCode=18
Refrigerator Defrost Timer (60hz 120v),PS423801,215846602,,Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Will Not Start,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS423801-Frigidaire-215846602-Defrost-Timer-60hz-120v.htm?SourceCode=18
Refrigerator Defrost Timer,PS11723171,W10822278,,Easy ,30 - 60 mins ,Fridge too warm | Freezer not defrosting | Freezer section too warm | Leaking,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11723171-Whirlpool-W10822278-Refrigerator-Defrost-Timer.htm?SourceCode=18
Refrigerator Led Light Control Board,PS11755867,WPW10515058,,Really Easy ,Less than 15 mins ,Light not working,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11755867-Whirlpool-WPW10515058-Refrigerator-Led-Light-Control-Board.htm?SourceCode=18
Refrigerator Defrost Timer (120v 60hz),PS423802,215846604,,Easy ,1- 2 hours ,Fridge too warm | Freezer not defrosting | Fridge and Freezer are too warm | Will Not Start,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS423802-Frigidaire-215846604-Defrost-Timer-120v-60hz.htm?SourceCode=18
Refrigerator Main Electronic Control Board,PS11752593,WPW10312695,,Really Easy ,15 - 30 mins ,Will Not Start | Fridge and Freezer are too warm,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11752593-Whirlpool-WPW10312695-Main-Electronic-Control-Board.htm?SourceCode=18
Refrigerator Defrost Timer - 120v 60hz,PS310869,WR9X502,,Easy ,15 - 30 mins ,Fridge too warm | Freezer section too warm | Freezer not defrosting | Fridge and Freezer are too warm,"Refrigerator, Freezer.",GE,In Stock,https://www.partselect.com/PS310869-GE-WR9X502-Defrost-Timer-120V-60Hz.htm?SourceCode=18
Refrigerator Electronic Control Board,PS11752535,WPW10310240,,Really Easy ,15 - 30 mins ,Will Not Start,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11752535-Whirlpool-WPW10310240-Electronic-Control-Board.htm?SourceCode=18
Refrigerator Main Control Board,PS17645341,WR55X45225,,Really Easy ,15 - 30 mins ,Not dispensing water,Refrigerator.,GE,In Stock,https://www.partselect.com/PS17645341-GE-WR55X45225-Main-Control-Board.htm?SourceCode=18
Refrigerator Roller,PS12071116,5304508016,,Easy ,1- 2 hours ,Door won’t open or close,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12071116-Frigidaire-5304508016-Refrigerator-Roller.htm?SourceCode=18
Refrigerator Dishwasher Upper Rack Wheel & Mount Assembly,PS11745525,WP8270019,,Easy ,30 - 60 mins ,Not cleaning dishes properly,"Dishwasher, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11745525-Whirlpool-WP8270019-Dishwasher-Upper-Rack-Wheel-Mount-Assembly.htm?SourceCode=18
Refrigerator Roller Assembly,PS3532772,AHJ72909001,,N/A,N/A,Door won’t open or close,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS3532772-LG-AHJ72909001-Roller-Assembly.htm?SourceCode=18
Refrigerator Roller,PS12347981,W11164152,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS12347981-Whirlpool-W11164152-ROLLER.htm?SourceCode=18
Refrigerator Roller Assembly,PS7788846,AHJ73329901,,N/A,N/A,N/A,Refrigerator.,LG,On Order,https://www.partselect.com/PS7788846-LG-AHJ73329901-ROLLER-ASSEMBLY.htm?SourceCode=18
Refrigerator Roller,PS11755875,WPW10515762,,N/A,N/A,N/A,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11755875-Whirlpool-WPW10515762-Roller.htm?SourceCode=18
Refrigerator Roller Assembly,PS7788847,AHJ73349901,,N/A,N/A,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS7788847-LG-AHJ73349901-ROLLER-ASSEMBLY.htm?SourceCode=18
Refrigerator Roller,PS11755876,WPW10515763,,A Bit Difficult ,30 - 60 mins ,N/A,"Refrigerator, Freezer.",Whirlpool,In Stock,https://www.partselect.com/PS11755876-Whirlpool-WPW10515763-Roller.htm?SourceCode=18
Refrigerator Axle,PS11751309,WPW10257246,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11751309-Whirlpool-WPW10257246-Refrigerator-Axle.htm?SourceCode=18
Refrigerator Axle,PS12348389,W11175807,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS12348389-Whirlpool-W11175807-AXLE.htm?SourceCode=18
Refrigerator White Handle Set (2 Pieces),PS11770473,5304506469,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS11770473-Frigidaire-5304506469-White-Refrigerator-Handle-Set-2-Pieces.htm?SourceCode=18
Refrigerator Black Door Handle Set (2 Pieces),PS11770475,5304506471,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS11770475-Frigidaire-5304506471-Black-Refrigerator-Door-Handle-Set-2-Pieces.htm?SourceCode=18
Refrigerator Door Handle,PS427922,218428101,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS427922-Frigidaire-218428101-Door-Handle.htm?SourceCode=18
Refrigerator Door Handle Kit (white),PS9864030,WR12X22148,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,GE,In Stock,https://www.partselect.com/PS9864030-GE-WR12X22148-Refrigerator-Door-Handle-Kit-White.htm?SourceCode=18
Refrigerator Handle Set,PS12749320,WR12X32350,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12749320-GE-WR12X32350-Handle-Set.htm?SourceCode=18
Refrigerator Door Handle,PS2368270,297311201,,Really Easy ,Less than 15 mins ,Door won’t open or close,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS2368270-Frigidaire-297311201-Door-Handle.htm?SourceCode=18
Refrigerator Stainless Freezer Handle,PS16554855,WR12X37485,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16554855-GE-WR12X37485-STAINLESS-FREEZER-HANDLE.htm?SourceCode=18
Refrigerator White Handle Kit,PS12364435,5303918823,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12364435-Frigidaire-5303918823-WHITE-HANDLE-KIT.htm?SourceCode=18
Refrigerator Door Handle,PS10056095,WR12X21070,,Very Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,GE,In Stock,https://www.partselect.com/PS10056095-GE-WR12X21070-Refrigerator-Door-Handle.htm?SourceCode=18
Refrigerator Handle Set,PS12749321,WR12X32352,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12749321-GE-WR12X32352-Handle-Set.htm?SourceCode=18
Refrigerator Front Plate Assembly,PS12374439,AGU75188619,,Really Easy ,15 - 30 mins ,Door won’t open or close | Door Sweating,"Refrigerator, Freezer.",LG,In Stock,https://www.partselect.com/PS12374439-LG-AGU75188619-Refrigerator-Front-Plate-Assembly.htm?SourceCode=18
Refrigerator Door Dairy,PS16619589,WR71X38317,,Really Easy ,Less than 15 mins ,Door won’t open or close | Not dispensing water,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16619589-GE-WR71X38317-DOOR-DAIRY.htm?SourceCode=18
Refrigerator Dairy Door (clear),PS1525960,240337712,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1525960-Frigidaire-240337712-Dairy-Door-Clear.htm?SourceCode=18
Refrigerator Retainer Bar End Cap Left Or Right Side,PS299562,WR2X9144,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS299562-GE-WR2X9144-Refrigerator-Retainer-Bar-End-Cap-Left-Or-Right-Side.htm?SourceCode=18
Refrigerator Dairy Compartment Door,PS11739923,WP2256101,,Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11739923-Whirlpool-WP2256101-Refrigerator-Dairy-Compartment-Door.htm?SourceCode=18
Refrigerator Pivot Block,PS11743531,WP67003405,,Really Easy ,Less than 15 mins ,Door won’t open or close,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11743531-Whirlpool-WP67003405-Refrigerator-Pivot-Block.htm?SourceCode=18
Refrigerator Vertical Mullion Rail (black),PS11738596,WP12722803B,,Really Easy ,15 - 30 mins ,Door won’t open or close,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738596-Whirlpool-WP12722803B-Refrigerator-Vertical-Mullion-Rail-Black.htm?SourceCode=18
Refrigerator Dairy Door,PS1525964,240338313,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1525964-Frigidaire-240338313-Dairy-Door.htm?SourceCode=18
Refrigerator Dairy Door,PS16217322,WR22X30023,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16217322-GE-WR22X30023-DAIRY-DOOR.htm?SourceCode=18
Refrigerator Dairy Door,PS2354645,WR22X10068,,Very Easy ,Less than 15 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS2354645-GE-WR22X10068-Refrigerator-Dairy-Door.htm?SourceCode=18
